Timestamp,Source_IP,Dest_IP,Source_Port,Dest_Port,Protocol,Packet_Size,Connection_Duration,Packets_Sent,Bytes_Transferred,Flow_Rate,Device_Role,Function_Code,Attack_Type,Attack_Phase,Label
27-04-2026 8.19,99.222.70.214,10.0.1.18,33040,44818,EtherNet_IP,352,0.102,20,7040,69215.51,External,0,MitM,recon,Malicious
27-04-2026 8.19,99.222.70.214,10.0.1.23,62382,1883,MQTT,321,0.575,16,5136,8924.43,External,0,MitM,escalation,Malicious
27-04-2026 8.19,99.222.70.214,10.0.1.10,57714,4840,OPC_UA,228,0.928,8,1824,1965,External,0,MitM,escalation,Malicious
27-04-2026 8.19,99.222.70.214,10.0.1.15,8132,47808,BACnet,319,0.741,10,3190,4306.15,External,0,MitM,escalation,Malicious
27-04-2026 8.19,99.222.70.214,10.0.1.19,46233,1883,MQTT,366,0.936,4,1464,1564.71,External,0,MitM,peak,Malicious
27-04-2026 8.19,99.222.70.214,10.0.1.14,64755,502,Modbus_TCP,365,0.374,12,4380,11704.24,External,15,MitM,peak,Malicious
27-04-2026 8.19,99.222.70.214,10.0.1.21,6268,4840,OPC_UA,457,0.788,14,6398,8122.99,External,0,MitM,peak,Malicious
27-04-2026 8.19,99.222.70.214,10.0.1.23,48861,44818,EtherNet_IP,296,0.517,5,1480,2859.92,External,0,MitM,peak,Malicious
27-04-2026 8.19,99.222.70.214,10.0.1.26,41834,4840,OPC_UA,279,0.57,7,1953,3423.99,External,0,MitM,peak,Malicious
27-04-2026 8.19,99.222.70.214,10.0.1.10,21939,44818,EtherNet_IP,101,0.988,16,1616,1635.13,External,0,MitM,peak,Malicious
27-04-2026 8.20,99.222.70.214,10.0.1.20,14456,44818,EtherNet_IP,183,0.96,12,2196,2287.29,External,0,MitM,peak,Malicious
27-04-2026 8.20,99.222.70.214,10.0.1.25,41291,4840,OPC_UA,367,0.635,6,2202,3470.3,External,0,MitM,cooldown,Malicious
27-04-2026 8.20,99.222.70.214,10.0.1.12,39107,4840,OPC_UA,357,0.503,16,5712,11362.78,External,0,MitM,cooldown,Malicious
27-04-2026 8.20,99.222.70.214,10.0.1.12,62527,20000,DNP3,345,0.868,6,2070,2383.64,External,15,MitM,cooldown,Malicious
27-04-2026 8.20,10.0.1.11,10.0.1.26,27817,44818,EtherNet_IP,288,0.181,3,864,4772.12,HMI,0,Normal,none,Normal
27-04-2026 8.20,10.0.1.21,10.0.1.25,63764,1883,MQTT,98,0.028,1,98,3538.72,Historian,0,Normal,none,Normal
27-04-2026 8.20,208.32.224.246,10.0.1.19,37204,502,Modbus_TCP,940,1.365,133,125020,91574.77,External,4,DoS,recon,Malicious
27-04-2026 8.20,208.32.224.246,10.0.1.26,62732,4840,OPC_UA,940,1.893,181,170140,89896.58,External,0,DoS,recon,Malicious
27-04-2026 8.20,208.32.224.246,10.0.1.21,26424,4840,OPC_UA,940,1.586,154,144760,91285.85,External,0,DoS,recon,Malicious
27-04-2026 8.20,208.32.224.246,10.0.1.19,42352,502,Modbus_TCP,940,0.725,92,86480,119301.69,External,15,DoS,recon,Malicious
27-04-2026 8.20,208.32.224.246,10.0.1.15,45004,502,Modbus_TCP,940,0.832,157,147580,177319.61,External,3,DoS,recon,Malicious
27-04-2026 8.20,208.32.224.246,10.0.1.14,45410,502,Modbus_TCP,1220,1.241,178,217160,174992.71,External,16,DoS,escalation,Malicious
27-04-2026 8.21,208.32.224.246,10.0.1.17,36748,4840,OPC_UA,1220,0.217,267,325740,1503597.39,External,0,DoS,escalation,Malicious
27-04-2026 8.21,208.32.224.246,10.0.1.15,29483,4840,OPC_UA,1220,0.854,268,326960,382956.35,External,0,DoS,escalation,Malicious
27-04-2026 8.21,208.32.224.246,10.0.1.19,46764,502,Modbus_TCP,1220,1.414,171,208620,147568.73,External,3,DoS,escalation,Malicious
27-04-2026 8.21,208.32.224.246,10.0.1.19,15208,4840,OPC_UA,1220,1.794,190,231800,129190.19,External,0,DoS,escalation,Malicious
27-04-2026 8.21,208.32.224.246,10.0.1.13,50786,4840,OPC_UA,1500,1.105,340,510000,461442.69,External,0,DoS,peak,Malicious
27-04-2026 8.21,208.32.224.246,10.0.1.13,62655,502,Modbus_TCP,1500,0.359,314,471000,1313702.86,External,2,DoS,peak,Malicious
27-04-2026 8.21,208.32.224.246,10.0.1.14,52891,4840,OPC_UA,1500,1.868,338,507000,271384.99,External,0,DoS,peak,Malicious
27-04-2026 8.21,208.32.224.246,10.0.1.11,63467,4840,OPC_UA,1500,1.22,310,465000,381286.06,External,0,DoS,peak,Malicious
27-04-2026 8.21,208.32.224.246,10.0.1.18,13751,4840,OPC_UA,1500,1.102,332,498000,451829.38,External,0,DoS,peak,Malicious
27-04-2026 8.21,208.32.224.246,10.0.1.22,38666,502,Modbus_TCP,1500,0.826,267,400500,484715.85,External,5,DoS,peak,Malicious
27-04-2026 8.21,208.32.224.246,10.0.1.18,39457,502,Modbus_TCP,1500,1.374,309,463500,337259.05,External,1,DoS,peak,Malicious
27-04-2026 8.21,208.32.224.246,10.0.1.22,47934,502,Modbus_TCP,1500,0.907,281,421500,464746.69,External,6,DoS,peak,Malicious
27-04-2026 8.22,208.32.224.246,10.0.1.16,49844,4840,OPC_UA,1500,0.637,308,462000,725006.05,External,0,DoS,peak,Malicious
27-04-2026 8.22,208.32.224.246,10.0.1.25,30984,502,Modbus_TCP,1500,0.629,265,397500,631784.6,External,2,DoS,peak,Malicious
27-04-2026 8.22,208.32.224.246,10.0.1.26,27704,4840,OPC_UA,1500,0.392,312,468000,1194615.45,External,0,DoS,peak,Malicious
27-04-2026 8.22,208.32.224.246,10.0.1.12,61604,502,Modbus_TCP,1500,0.101,343,514500,5079572.67,External,3,DoS,peak,Malicious
27-04-2026 8.22,208.32.224.246,10.0.1.15,63463,502,Modbus_TCP,1080,0.832,215,232200,279025.23,External,5,DoS,cooldown,Malicious
27-04-2026 8.22,208.32.224.246,10.0.1.18,46331,4840,OPC_UA,1080,1.023,177,191160,186804.23,External,0,DoS,cooldown,Malicious
27-04-2026 8.22,208.32.224.246,10.0.1.16,47165,502,Modbus_TCP,1080,0.133,227,245160,1846370.9,External,4,DoS,cooldown,Malicious
27-04-2026 8.22,208.32.224.246,10.0.1.15,7088,4840,OPC_UA,1080,0.454,189,204120,449422.72,External,0,DoS,cooldown,Malicious
27-04-2026 8.22,208.32.224.246,10.0.1.10,20134,4840,OPC_UA,1080,1.337,142,153360,114706.38,External,0,DoS,cooldown,Malicious
27-04-2026 8.22,10.0.1.25,10.0.1.20,31625,20000,DNP3,46,0.132,6,276,2097.26,RTU,5,Normal,none,Normal
27-04-2026 8.22,10.0.1.12,10.0.1.19,14802,502,Modbus_TCP,114,0.186,6,684,3668.22,SCADA_Server,5,Normal,none,Normal
27-04-2026 8.22,10.0.1.24,10.0.1.26,54670,4840,OPC_UA,227,0.439,3,681,1550.14,SCADA_Server,0,Normal,none,Normal
27-04-2026 8.23,201.193.190.105,10.0.1.16,4949,44818,EtherNet_IP,384,0.64,18,6912,10807.27,External,0,MitM,recon,Malicious
27-04-2026 8.23,201.193.190.105,10.0.1.19,33722,502,Modbus_TCP,446,0.766,20,8920,11650.01,External,15,MitM,recon,Malicious
27-04-2026 8.23,201.193.190.105,10.0.1.10,53139,1883,MQTT,458,0.929,14,6412,6904.39,External,0,MitM,recon,Malicious
27-04-2026 8.23,201.193.190.105,10.0.1.11,8046,44818,EtherNet_IP,277,0.938,14,3878,4133.86,External,0,MitM,recon,Malicious
27-04-2026 8.23,201.193.190.105,10.0.1.23,34876,4840,OPC_UA,222,0.443,8,1776,4006.27,External,0,MitM,recon,Malicious
27-04-2026 8.23,201.193.190.105,10.0.1.20,60557,502,Modbus_TCP,281,0.37,18,5058,13652.67,External,3,MitM,recon,Malicious
27-04-2026 8.23,201.193.190.105,10.0.1.16,54673,4840,OPC_UA,282,0.798,11,3102,3889.28,External,0,MitM,recon,Malicious
27-04-2026 8.23,201.193.190.105,10.0.1.17,34594,1883,MQTT,450,0.459,2,900,1960.53,External,0,MitM,escalation,Malicious
27-04-2026 8.23,201.193.190.105,10.0.1.14,15227,44818,EtherNet_IP,296,0.309,14,4144,13407.13,External,0,MitM,escalation,Malicious
27-04-2026 8.23,201.193.190.105,10.0.1.14,18110,4840,OPC_UA,446,0.726,8,3568,4913.45,External,0,MitM,escalation,Malicious
27-04-2026 8.23,201.193.190.105,10.0.1.23,4332,4840,OPC_UA,496,0.273,9,4464,16328.26,External,0,MitM,escalation,Malicious
27-04-2026 8.23,201.193.190.105,10.0.1.26,10150,20000,DNP3,386,0.38,18,6948,18281.28,External,1,MitM,escalation,Malicious
27-04-2026 8.24,201.193.190.105,10.0.1.13,27527,502,Modbus_TCP,388,0.502,4,1552,3089.79,External,2,MitM,escalation,Malicious
27-04-2026 8.24,201.193.190.105,10.0.1.17,18296,20000,DNP3,278,0.569,14,3892,6840.81,External,3,MitM,escalation,Malicious
27-04-2026 8.24,201.193.190.105,10.0.1.21,61695,502,Modbus_TCP,219,0.18,8,1752,9708.28,External,3,MitM,escalation,Malicious
27-04-2026 8.24,201.193.190.105,10.0.1.19,21472,4840,OPC_UA,465,0.527,17,7905,15012.83,External,0,MitM,peak,Malicious
27-04-2026 8.24,201.193.190.105,10.0.1.10,34682,20000,DNP3,469,0.725,16,7504,10351.88,External,1,MitM,peak,Malicious
27-04-2026 8.24,201.193.190.105,10.0.1.19,46572,4840,OPC_UA,450,0.775,20,9000,11620.05,External,0,MitM,peak,Malicious
27-04-2026 8.24,201.193.190.105,10.0.1.23,22368,4840,OPC_UA,477,0.734,9,4293,5851.86,External,0,MitM,peak,Malicious
27-04-2026 8.24,201.193.190.105,10.0.1.13,8824,1883,MQTT,137,0.929,5,685,737.26,External,0,MitM,peak,Malicious
27-04-2026 8.24,201.193.190.105,10.0.1.26,56274,4840,OPC_UA,386,0.779,10,3860,4952.72,External,0,MitM,peak,Malicious
27-04-2026 8.24,201.193.190.105,10.0.1.14,62846,4840,OPC_UA,278,0.448,8,2224,4967.72,External,0,MitM,peak,Malicious
27-04-2026 8.24,201.193.190.105,10.0.1.24,45886,4840,OPC_UA,188,0.15,12,2256,15076.17,External,0,MitM,peak,Malicious
27-04-2026 8.24,201.193.190.105,10.0.1.21,22898,44818,EtherNet_IP,246,0.417,10,2460,5900.21,External,0,MitM,peak,Malicious
27-04-2026 8.25,201.193.190.105,10.0.1.13,50237,44818,EtherNet_IP,382,0.874,5,1910,2185.16,External,0,MitM,peak,Malicious
27-04-2026 8.25,201.193.190.105,10.0.1.19,9460,47808,BACnet,280,0.929,6,1680,1807.85,External,0,MitM,peak,Malicious
27-04-2026 8.25,201.193.190.105,10.0.1.24,18516,4840,OPC_UA,423,0.552,9,3807,6900.98,External,0,MitM,peak,Malicious
27-04-2026 8.25,201.193.190.105,10.0.1.25,58671,502,Modbus_TCP,333,0.41,17,5661,13821.04,External,1,MitM,peak,Malicious
27-04-2026 8.25,201.193.190.105,10.0.1.18,57967,1883,MQTT,457,0.734,14,6398,8719.02,External,0,MitM,peak,Malicious
27-04-2026 8.25,201.193.190.105,10.0.1.21,33573,44818,EtherNet_IP,388,0.114,10,3880,33979.54,External,0,MitM,peak,Malicious
27-04-2026 8.25,201.193.190.105,10.0.1.14,28490,4840,OPC_UA,488,0.91,11,5368,5901.19,External,0,MitM,peak,Malicious
27-04-2026 8.25,201.193.190.105,10.0.1.24,45413,44818,EtherNet_IP,461,0.567,5,2305,4066.72,External,0,MitM,peak,Malicious
27-04-2026 8.25,201.193.190.105,10.0.1.24,58743,4840,OPC_UA,496,0.401,11,5456,13595.31,External,0,MitM,peak,Malicious
27-04-2026 8.25,201.193.190.105,10.0.1.17,2737,4840,OPC_UA,198,0.874,13,2574,2944.26,External,0,MitM,peak,Malicious
27-04-2026 8.25,201.193.190.105,10.0.1.19,3867,4840,OPC_UA,354,0.128,18,6372,49693.3,External,0,MitM,cooldown,Malicious
27-04-2026 8.25,201.193.190.105,10.0.1.13,34499,4840,OPC_UA,126,0.534,4,504,943.44,External,0,MitM,cooldown,Malicious
27-04-2026 8.26,201.193.190.105,10.0.1.12,10270,44818,EtherNet_IP,254,0.164,2,508,3103.95,External,0,MitM,cooldown,Malicious
27-04-2026 8.26,201.193.190.105,10.0.1.20,63107,4840,OPC_UA,416,0.155,18,7488,48354.96,External,0,MitM,cooldown,Malicious
27-04-2026 8.26,201.193.190.105,10.0.1.15,28026,4840,OPC_UA,407,0.706,14,5698,8068.29,External,0,MitM,cooldown,Malicious
27-04-2026 8.26,201.193.190.105,10.0.1.12,6263,4840,OPC_UA,103,0.941,9,927,984.63,External,0,MitM,cooldown,Malicious
27-04-2026 8.26,201.193.190.105,10.0.1.22,14156,502,Modbus_TCP,373,0.192,4,1492,7777.71,External,2,MitM,cooldown,Malicious
27-04-2026 8.26,201.193.190.105,10.0.1.10,13477,4840,OPC_UA,442,0.745,8,3536,4747.13,External,0,MitM,cooldown,Malicious
27-04-2026 8.26,10.0.1.26,10.0.1.16,56063,20000,DNP3,113,0.346,8,904,2612.03,Engineering_Workstation,6,Normal,none,Normal
27-04-2026 8.26,215.26.148.118,10.0.1.26,25137,502,Modbus_TCP,112,0.212,2,224,1054.44,External,16,False_Data_Injection,recon,Malicious
27-04-2026 8.26,215.26.148.118,10.0.1.20,24006,20000,DNP3,240,0.188,4,960,5097.38,External,6,False_Data_Injection,recon,Malicious
27-04-2026 8.26,215.26.148.118,10.0.1.16,47581,502,Modbus_TCP,234,0.14,4,936,6666.87,External,16,False_Data_Injection,recon,Malicious
27-04-2026 8.26,215.26.148.118,10.0.1.26,4731,502,Modbus_TCP,109,0.138,1,109,789.54,External,6,False_Data_Injection,recon,Malicious
27-04-2026 8.26,215.26.148.118,10.0.1.13,38943,502,Modbus_TCP,226,0.108,5,1130,10511.19,External,6,False_Data_Injection,escalation,Malicious
27-04-2026 8.27,215.26.148.118,10.0.1.11,59661,20000,DNP3,216,0.236,5,1080,4575.51,External,16,False_Data_Injection,escalation,Malicious
27-04-2026 8.27,215.26.148.118,10.0.1.15,54449,20000,DNP3,202,0.051,2,404,7899.22,External,6,False_Data_Injection,escalation,Malicious
27-04-2026 8.27,215.26.148.118,10.0.1.18,1945,20000,DNP3,272,0.165,3,816,4952.28,External,6,False_Data_Injection,escalation,Malicious
27-04-2026 8.27,215.26.148.118,10.0.1.12,32578,502,Modbus_TCP,86,0.097,5,430,4422.24,External,6,False_Data_Injection,escalation,Malicious
27-04-2026 8.27,215.26.148.118,10.0.1.24,26190,502,Modbus_TCP,186,0.19,1,186,979.45,External,6,False_Data_Injection,peak,Malicious
27-04-2026 8.27,215.26.148.118,10.0.1.26,37595,502,Modbus_TCP,93,0.296,2,186,627.82,External,16,False_Data_Injection,peak,Malicious
27-04-2026 8.27,215.26.148.118,10.0.1.21,43124,20000,DNP3,296,0.24,4,1184,4925.2,External,16,False_Data_Injection,peak,Malicious
27-04-2026 8.27,215.26.148.118,10.0.1.22,7467,502,Modbus_TCP,228,0.297,5,1140,3832.94,External,6,False_Data_Injection,peak,Malicious
27-04-2026 8.27,215.26.148.118,10.0.1.24,8685,502,Modbus_TCP,256,0.092,1,256,2774.73,External,6,False_Data_Injection,peak,Malicious
27-04-2026 8.27,215.26.148.118,10.0.1.10,8958,20000,DNP3,99,0.054,3,297,5457.26,External,16,False_Data_Injection,peak,Malicious
27-04-2026 8.27,215.26.148.118,10.0.1.14,61581,502,Modbus_TCP,176,0.224,2,352,1570.34,External,16,False_Data_Injection,peak,Malicious
27-04-2026 8.27,215.26.148.118,10.0.1.21,17606,20000,DNP3,80,0.271,4,320,1180.67,External,16,False_Data_Injection,peak,Malicious
27-04-2026 8.28,215.26.148.118,10.0.1.15,50580,20000,DNP3,103,0.262,1,103,393.83,External,16,False_Data_Injection,peak,Malicious
27-04-2026 8.28,215.26.148.118,10.0.1.14,2921,20000,DNP3,295,0.115,4,1180,10274.8,External,6,False_Data_Injection,peak,Malicious
27-04-2026 8.28,215.26.148.118,10.0.1.20,25724,502,Modbus_TCP,255,0.088,5,1275,14561.77,External,16,False_Data_Injection,peak,Malicious
27-04-2026 8.28,215.26.148.118,10.0.1.11,46363,502,Modbus_TCP,273,0.161,1,273,1697.99,External,6,False_Data_Injection,cooldown,Malicious
27-04-2026 8.28,215.26.148.118,10.0.1.17,14992,20000,DNP3,294,0.022,4,1176,52550.03,External,16,False_Data_Injection,cooldown,Malicious
27-04-2026 8.28,215.26.148.118,10.0.1.12,5576,502,Modbus_TCP,212,0.272,2,424,1561.29,External,16,False_Data_Injection,cooldown,Malicious
27-04-2026 8.28,215.26.148.118,10.0.1.11,5837,20000,DNP3,136,0.123,2,272,2210.25,External,6,False_Data_Injection,cooldown,Malicious
27-04-2026 8.28,215.26.148.118,10.0.1.10,25167,502,Modbus_TCP,165,0.274,1,165,601.81,External,16,False_Data_Injection,cooldown,Malicious
27-04-2026 8.28,10.0.1.10,10.0.1.15,32974,4840,OPC_UA,310,0.214,4,1240,5791.74,PLC,0,Normal,none,Normal
27-04-2026 8.28,10.0.1.11,10.0.1.22,34839,502,Modbus_TCP,79,0.405,3,237,584.8,HMI,6,Normal,none,Normal
27-04-2026 8.28,10.0.1.15,10.0.1.18,1867,47808,BACnet,57,0.183,7,399,2179.92,Historian,0,Normal,none,Normal
27-04-2026 8.28,10.0.1.15,10.0.1.18,33942,1883,MQTT,141,0.025,8,1128,45887.15,Historian,0,Normal,none,Normal
27-04-2026 8.29,215.135.66.233,10.0.1.13,27174,20000,DNP3,254,0.281,4,1016,3612.4,External,16,False_Data_Injection,recon,Malicious
27-04-2026 8.29,215.135.66.233,10.0.1.23,17733,20000,DNP3,155,0.289,4,620,2145.07,External,16,False_Data_Injection,escalation,Malicious
27-04-2026 8.29,215.135.66.233,10.0.1.22,59946,502,Modbus_TCP,225,0.109,2,450,4128.64,External,16,False_Data_Injection,escalation,Malicious
27-04-2026 8.29,215.135.66.233,10.0.1.10,2327,20000,DNP3,185,0.119,4,740,6233.22,External,16,False_Data_Injection,peak,Malicious
27-04-2026 8.29,215.135.66.233,10.0.1.26,6003,502,Modbus_TCP,154,0.145,2,308,2129.71,External,6,False_Data_Injection,peak,Malicious
27-04-2026 8.29,215.135.66.233,10.0.1.22,38500,502,Modbus_TCP,271,0.093,2,542,5849.61,External,6,False_Data_Injection,cooldown,Malicious
27-04-2026 8.29,10.0.1.22,10.0.1.20,50954,47808,BACnet,52,0.096,1,52,542.9,PLC,0,Normal,none,Normal
27-04-2026 8.29,89.139.213.2,10.0.1.20,8932,502,Modbus_TCP,222,0.272,5,1110,4080.92,External,6,False_Data_Injection,recon,Malicious
27-04-2026 8.29,89.139.213.2,10.0.1.20,56404,502,Modbus_TCP,130,0.265,5,650,2449.44,External,6,False_Data_Injection,escalation,Malicious
27-04-2026 8.29,89.139.213.2,10.0.1.19,62379,502,Modbus_TCP,268,0.248,2,536,2161.85,External,16,False_Data_Injection,escalation,Malicious
27-04-2026 8.29,89.139.213.2,10.0.1.16,6879,20000,DNP3,148,0.103,2,296,2885.17,External,16,False_Data_Injection,peak,Malicious
27-04-2026 8.29,89.139.213.2,10.0.1.24,29420,20000,DNP3,292,0.274,3,876,3202.59,External,16,False_Data_Injection,peak,Malicious
27-04-2026 8.30,89.139.213.2,10.0.1.17,21502,502,Modbus_TCP,88,0.08,3,264,3283.22,External,6,False_Data_Injection,cooldown,Malicious
27-04-2026 8.30,10.0.1.11,10.0.1.14,41197,4840,OPC_UA,357,0.487,4,1428,2934.77,HMI,0,Normal,none,Normal
27-04-2026 8.30,23.0.39.107,10.0.1.11,59688,4840,OPC_UA,331,0.957,15,4965,5185.83,External,0,MitM,recon,Malicious
27-04-2026 8.30,23.0.39.107,10.0.1.11,2916,4840,OPC_UA,249,0.844,13,3237,3834.4,External,0,MitM,recon,Malicious
27-04-2026 8.30,23.0.39.107,10.0.1.22,30885,4840,OPC_UA,464,0.371,3,1392,3749.34,External,0,MitM,recon,Malicious
27-04-2026 8.30,23.0.39.107,10.0.1.23,38574,47808,BACnet,301,0.124,4,1204,9739.18,External,0,MitM,escalation,Malicious
27-04-2026 8.30,23.0.39.107,10.0.1.23,17800,4840,OPC_UA,106,0.296,8,848,2866.13,External,0,MitM,escalation,Malicious
27-04-2026 8.30,23.0.39.107,10.0.1.10,15579,502,Modbus_TCP,482,0.531,6,2892,5443.89,External,2,MitM,escalation,Malicious
27-04-2026 8.30,23.0.39.107,10.0.1.15,38466,4840,OPC_UA,171,0.958,13,2223,2319.69,External,0,MitM,escalation,Malicious
27-04-2026 8.30,23.0.39.107,10.0.1.25,53530,4840,OPC_UA,382,0.651,9,3438,5280.98,External,0,MitM,peak,Malicious
27-04-2026 8.30,23.0.39.107,10.0.1.15,53621,47808,BACnet,473,0.81,17,8041,9925.88,External,0,MitM,peak,Malicious
27-04-2026 8.30,23.0.39.107,10.0.1.12,2661,44818,EtherNet_IP,201,0.471,8,1608,3412.62,External,0,MitM,peak,Malicious
27-04-2026 8.31,23.0.39.107,10.0.1.10,35978,4840,OPC_UA,491,0.731,18,8838,12093.23,External,0,MitM,peak,Malicious
27-04-2026 8.31,23.0.39.107,10.0.1.14,1420,4840,OPC_UA,481,0.572,5,2405,4206.53,External,0,MitM,peak,Malicious
27-04-2026 8.31,23.0.39.107,10.0.1.21,37580,4840,OPC_UA,126,0.319,13,1638,5130.32,External,0,MitM,peak,Malicious
27-04-2026 8.31,23.0.39.107,10.0.1.23,56682,4840,OPC_UA,158,0.581,3,474,815.72,External,0,MitM,peak,Malicious
27-04-2026 8.31,23.0.39.107,10.0.1.13,37475,4840,OPC_UA,128,0.232,9,1152,4960.17,External,0,MitM,peak,Malicious
27-04-2026 8.31,23.0.39.107,10.0.1.20,62858,4840,OPC_UA,172,0.824,10,1720,2087.57,External,0,MitM,cooldown,Malicious
27-04-2026 8.31,23.0.39.107,10.0.1.22,4098,4840,OPC_UA,216,0.401,7,1512,3775.13,External,0,MitM,cooldown,Malicious
27-04-2026 8.31,23.0.39.107,10.0.1.18,4782,4840,OPC_UA,309,0.925,11,3399,3675.43,External,0,MitM,cooldown,Malicious
27-04-2026 8.31,10.0.1.10,10.0.1.20,57863,47808,BACnet,59,0.149,1,59,395.02,PLC,0,Normal,none,Normal
27-04-2026 8.31,101.176.123.42,10.0.1.22,49853,1883,MQTT,356,0.236,7,2492,10546.85,External,0,MitM,recon,Malicious
27-04-2026 8.31,101.176.123.42,10.0.1.17,34014,502,Modbus_TCP,380,0.635,12,4560,7181.98,External,1,MitM,recon,Malicious
27-04-2026 8.31,101.176.123.42,10.0.1.15,41279,502,Modbus_TCP,196,0.142,11,2156,15134.15,External,2,MitM,recon,Malicious
27-04-2026 8.32,101.176.123.42,10.0.1.22,54069,4840,OPC_UA,319,0.717,10,3190,4450.3,External,0,MitM,recon,Malicious
27-04-2026 8.32,101.176.123.42,10.0.1.21,57317,502,Modbus_TCP,401,0.71,17,6817,9607.22,External,2,MitM,recon,Malicious
27-04-2026 8.32,101.176.123.42,10.0.1.11,27823,4840,OPC_UA,240,0.882,17,4080,4627.91,External,0,MitM,escalation,Malicious
27-04-2026 8.32,101.176.123.42,10.0.1.18,25773,4840,OPC_UA,475,0.269,20,9500,35342.34,External,0,MitM,escalation,Malicious
27-04-2026 8.32,101.176.123.42,10.0.1.13,56246,44818,EtherNet_IP,225,0.701,19,4275,6094.57,External,0,MitM,escalation,Malicious
27-04-2026 8.32,101.176.123.42,10.0.1.23,61358,502,Modbus_TCP,288,0.218,17,4896,22465.96,External,15,MitM,escalation,Malicious
27-04-2026 8.32,101.176.123.42,10.0.1.25,11879,4840,OPC_UA,360,0.902,20,7200,7981.99,External,0,MitM,escalation,Malicious
27-04-2026 8.32,101.176.123.42,10.0.1.20,42177,502,Modbus_TCP,451,0.218,8,3608,16530.74,External,15,MitM,peak,Malicious
27-04-2026 8.32,101.176.123.42,10.0.1.11,51830,1883,MQTT,406,0.362,5,2030,5613.38,External,0,MitM,peak,Malicious
27-04-2026 8.32,101.176.123.42,10.0.1.16,14750,47808,BACnet,448,0.652,18,8064,12376.76,External,0,MitM,peak,Malicious
27-04-2026 8.32,101.176.123.42,10.0.1.15,43312,4840,OPC_UA,471,0.85,20,9420,11076.91,External,0,MitM,peak,Malicious
27-04-2026 8.32,101.176.123.42,10.0.1.19,61284,4840,OPC_UA,282,0.432,19,5358,12415.27,External,0,MitM,peak,Malicious
27-04-2026 8.33,101.176.123.42,10.0.1.23,15768,502,Modbus_TCP,132,0.88,18,2376,2698.61,External,5,MitM,peak,Malicious
27-04-2026 8.33,101.176.123.42,10.0.1.14,54063,4840,OPC_UA,254,0.842,9,2286,2714.85,External,0,MitM,peak,Malicious
27-04-2026 8.33,101.176.123.42,10.0.1.21,31861,502,Modbus_TCP,389,0.638,14,5446,8537.58,External,1,MitM,peak,Malicious
27-04-2026 8.33,101.176.123.42,10.0.1.15,22751,4840,OPC_UA,230,0.263,14,3220,12257.5,External,0,MitM,peak,Malicious
27-04-2026 8.33,101.176.123.42,10.0.1.17,30515,502,Modbus_TCP,322,0.217,9,2898,13333.26,External,15,MitM,peak,Malicious
27-04-2026 8.33,101.176.123.42,10.0.1.25,6723,502,Modbus_TCP,303,0.124,7,2121,17156.65,External,15,MitM,peak,Malicious
27-04-2026 8.33,101.176.123.42,10.0.1.25,18485,4840,OPC_UA,201,0.117,11,2211,18901.12,External,0,MitM,peak,Malicious
27-04-2026 8.33,101.176.123.42,10.0.1.23,22695,4840,OPC_UA,331,0.365,12,3972,10889.01,External,0,MitM,peak,Malicious
27-04-2026 8.33,101.176.123.42,10.0.1.13,38075,20000,DNP3,354,0.388,17,6018,15513.91,External,5,MitM,cooldown,Malicious
27-04-2026 8.33,101.176.123.42,10.0.1.14,48660,4840,OPC_UA,424,0.603,10,4240,7031.72,External,0,MitM,cooldown,Malicious
27-04-2026 8.33,101.176.123.42,10.0.1.25,10972,4840,OPC_UA,305,0.165,4,1220,7412.45,External,0,MitM,cooldown,Malicious
